Key,Comment,Japanese,Japanese_Steam,English
Nayuta.Debauchery1-3,那由多(制服),「…………何でしょうか？こんな所に連れ出して」,「…………何でしょうか？こんな所に連れ出して」,"""............ what is it? Take me out to this place."""
,,,,
Nayuta.Debauchery1-4,那由多,(…聖核戦姫の力は完全に封じられていますね…悔しいですが大人しく従うほかありません),(…聖核戦姫の力は完全に封じられていますね…悔しいですが大人しく従うほかありません),"(...the power of the Seikaku Princess is completely blocked...it is frustrating, but we have no choice but to obey maturely...)"
,,,,
Nayuta.Debauchery1-5,戦闘員,「お前にはこれまで散々世話になったからなぁ？」,「お前にはこれまで散々世話になったからなぁ？」,"I've taken good care of you so far, haven't I?"""
,,,,
Nayuta.Debauchery1-6,那由多,「…そうですね。」,「…そうですね。」,"...Yes, I do."""
,,,,
Nayuta.Debauchery1-7,戦闘員,「お前は世界中で暴れまわってくれたからなぁ？お前に恨みを持つものは財団関係者以外にも沢山いるんだよ」,「お前は世界中で暴れまわってくれたからなぁ？お前に恨みを持つものは財団関係者以外にも沢山いるんだよ」,"You've been all over the world, haven't you? There are a lot of people who have a grudge against you, not just people from the foundation."""
,,,,
Nayuta.Debauchery1-8,戦闘員,「だからこれからそのお礼参りってわけだ」,「だからこれからそのお礼参りってわけだ」,So now we're going to pay our respects.
,,,,
Nayuta.Debauchery1-9,那由多,「……そうですか。しかし私の体などどうなっても構いません」,「……そうですか。しかし私の体などどうなっても構いません」,"""...... I see. But I don't care what happens to my body."""
,,,,
Nayuta.Debauchery1-10,那由多,「抵抗はしません…責務を果たせなかった私には当然の報いです」,「抵抗はしません…責務を果たせなかった私には当然の報いです」,"I will not resist...I deserved what I got for not doing my duty."""
,,,,
Nayuta.Debauchery1-11,戦闘員,「はっ、いい心がけだなっ！」,「はっ、いい心がけだなっ！」,"Haha, good spirit!"""
,,,,
Nayuta.Debauchery1-12,那由多,(こうなった以上…私にできるのは最後まで聖核戦姫としての誇りを貫くことです),(こうなった以上…私にできるのは最後まで聖核戦姫としての誇りを貫くことです),(Now that this has happened... all I can do is to carry out my pride as the Seikaku Princess to the end.)
,,,,
Nayuta.Debauchery1-13,那由多,(どんな辱めを受けようとも…聖核戦姫の矜持だけは絶対に折れません！),(どんな辱めを受けようとも…聖核戦姫の矜持だけは絶対に折れません！),(No matter what kind of humiliation I receive...I will never break my pride of being the Seikaku Princess!)
,,,,
Nayuta.Debauchery1-14,戦闘員,「よし、じゃあまずはこの服に着替えろ」,「よし、じゃあまずはこの服に着替えろ」,"All right, well, first you need to change into these clothes."""
,,,,
Nayuta.Debauchery1-15,那由多,「……？な、―――――なんですか、これはっ！？」,「……？な、―――――なんですか、これはっ！？」,"I'm thinking, ""......? What, is it ―――――, what is this?"""
,暗転,,,
Nayuta.Debauchery1-16,那由多(メスブタ),「―――――っ、こ、この服、なんでこんなっ！」,「―――――っ、こ、この服、なんでこんなっ！」,"""―――――, this dress, why the hell did you do this!"""
,,,,
Nayuta.Debauchery1-17,戦闘員,「ハハッ！、良く似合ってるぜ、最強の聖核戦姫サマよぉ！」,「ハハッ！、良く似合ってるぜ、最強の聖核戦姫サマよぉ！」,"""Ha ha ha! You look great, you most powerful Seikaku Princess!"
,,,,
Nayuta.Debauchery1-18,那由多,(辱めるだけの服っ――いえ、こんなの服ですらありませんっ！),(辱めるだけの服っ――いえ、こんなの服ですらありませんっ！),"(Clothes that only humiliate ― no, these are not even clothes!)"
,,,,
Nayuta.Debauchery1-19,戦闘員,「オラッ、恥ずかしがってないでついてこい！これからたっぷりとその無様な姿を見てもらうえ！」,「オラッ、恥ずかしがってないでついてこい！これからたっぷりとその無様な姿を見てもらうえ！」,"Don't be shy, follow me! You're going to see a lot of that mess!"""
,,,,
Nayuta.Debauchery1-20,那由多,「っ、ううっ～～～ッ！」,「っ、ううっ～～～ッ！」,"Ughhhhhh!"""
,暗転,,,
,Nayuta debauchery 1-1,,,
Nayuta.Debauchery1-21,戦闘員,「皆様お待たせしましたっ、悪名高き聖核戦姫、八雲那由多ですっ！」,「皆様お待たせしましたっ、悪名高き聖核戦姫、八雲那由多ですっ！」,"""Here I am, the infamous Yakumo Nayuta, the Seikaku Princess!"
,,,,
Nayuta.Debauchery1-22,那由多,(っ、うう～～～～ッ！！！！),(っ、うう～～～～ッ！！！！),"(ugh, ugh ～～～～ッ！！！！)"
,,,,
Nayuta.Debauchery1-23,,那由多は大勢の前で地面に頭をつけ、土下座をしていた,那由多は大勢の前で地面に頭をつけ、土下座をしていた,Nayuta was on his knees with his head on the ground in front of many people.
,,,,
Nayuta.Debauchery1-24,観客1,「ったく、コイツのせいで一体いくつ事業が潰されたか…！」,「ったく、コイツのせいで一体いくつ事業が潰されたか…！」,How many businesses have been destroyed because of him?
,,,,
Nayuta.Debauchery1-25,観客2,「ええ、政府にとっても聖核戦姫は目の上のたんこぶでしたからな」,「ええ、政府にとっても聖核戦姫は目の上のたんこぶでしたからな」,"Yes, the Seikaku Princess was a real eye―opener for the government."
,,,,
Nayuta.Debauchery1-26,観客3,「特にコイツは強すぎて誰も口出しできなかったからな…いい気味だ」,「特にコイツは強すぎて誰も口出しできなかったからな…いい気味だ」,"This one in particular was too powerful for anyone to interfere... it's a nice touch."""
,,,,
Nayuta.Debauchery1-27,那由多,(っ、私はっ、皆が平穏に暮らせるようにしたかっただけなのにっ…！こんなっ),(っ、私はっ、皆が平穏に暮らせるようにしたかっただけなのにっ…！こんなっ),(I just wanted to make sure that everyone could live peacefully...! Oh no...)
,,,,
Nayuta.Debauchery1-28,戦闘員,「えー、ではここで八雲那由多から謝罪の言葉があるようです。皆様一旦耳を傾けてください」,「えー、ではここで八雲那由多から謝罪の言葉があるようです。皆様一旦耳を傾けてください」,"He said, ""Well then, here is a word of apology from Yakumo Nayuta. Everyone please pause to listen."""
,,,,
Nayuta.Debauchery1-29,那由多,「っ、……ぐうっ……」,「っ、……ぐうっ……」,I'm going to go to .......
,,,,
Nayuta.Debauchery1-30,戦闘員,(オラッ！、教えたとおりに言えッ！),(オラッ！、教えたとおりに言えッ！),(Ora! Say exactly what I taught you!)
,,,,
Nayuta.Debauchery1-31,那由多,「私…八雲那由多はっ………これまで聖核戦姫として…皆様に多大なご迷惑をかけたことを……謝罪しますっ！」,「私…八雲那由多はっ………これまで聖核戦姫として…皆様に多大なご迷惑をかけたことを……謝罪しますっ！」,I...Yakumo Nayuta ......... apologize ...... for the trouble I have caused you all as the Seikaku Princess! I apologize!
,,,,
Nayuta.Debauchery1-32,那由多,「幼稚な正義感で……皆様に多くの損害を与えてしまいました………」,「幼稚な正義感で……皆様に多くの損害を与えてしまいました………」,"""We have caused a lot of damage to ...... everyone with our childish sense of justice. ........."
,,,,
Nayuta.Debauchery1-33,那由多,「つきましては…皆様に…謝罪として………性奉仕をさせて頂けないでしょうか……っ！」,「つきましては…皆様に…謝罪として………性奉仕をさせて頂けないでしょうか……っ！」,"""As for... everyone... as an apology, may I ......... offer you a sexual service ......!"""
,,,,
Nayuta.Debauchery1-34,戦闘員,「という事です…では皆様、後はご自由になさってください」,「という事です…では皆様、後はご自由になさってください」,"So, gentlemen, you are free to do as you please."
,,,,
,暗転,,,
,Nayuta debauchery 1-2,,,
Nayuta.Debauchery1-35,那由多,(っ、屈辱ですっ…！いくらなんでもこんな趣味の悪いことをさせるなんてっ),(っ、屈辱ですっ…！いくらなんでもこんな趣味の悪いことをさせるなんてっ),(It's so humiliating...! I can't believe that you would make me do something so bad taste...)
,,,,
Nayuta.Debauchery1-36,観客,「ははっ、しかし改めてみるとバカみたいな格好だな」,「ははっ、しかし改めてみるとバカみたいな格好だな」,"Haha, but then again, I look like an idiot."""
,,,,
Nayuta.Debauchery1-37,観客,「そうですな…ある意味ではよく似合っているとも言えますが」,「そうですな…ある意味ではよく似合っているとも言えますが」,'Well... in some ways it suits you well.
,,,,
Nayuta.Debauchery1-38,那由多,「………っ、………ありがとう…ございます…っ」,「………っ、………ありがとう…ございます…っ」,"""Thank you ........., thank you... for ............"""
,,,,
Nayuta.Debauchery1-39,観客,「あ？、何反抗的なツラしてんだ？これから謝罪フェラするってんのに」,「あ？、何反抗的なツラしてんだ？これから謝罪フェラするってんのに」,"What? What's with the defiant look on your face? I'm about to give you an apology blowjob."""
,Nayuta debauchery 1-３,,,
Nayuta.Debauchery1-40,,そして観客は那由多の面前にチンポを差し出す,そして観客は那由多の面前にチンポを差し出す,And the audience presents their dicks in front of Nayuta's face.
,,,,
Nayuta.Debauchery1-41,観客,「ああ、もちろん手を使うのは禁止だ。メスブタが手を使える道理はねえからな」,「ああ、もちろん手を使うのは禁止だ。メスブタが手を使える道理はねえからな」,"""Oh, of course, you can't use your hands. Because there's no reason why a female pig should be able to use her hands."
,,,,
Nayuta.Debauchery1-42,那由多,「っ！、う゛うっ…心得ていますっ！」,「っ！、う゛うっ…心得ていますっ！」,"I know what I'm talking about! I know what I'm doing!"""
,,,,
Nayuta.Debauchery1-43,観客,「わかったんならとっととしゃぶれ！」,「わかったんならとっととしゃぶれ！」,"If you know what you're doing, then suck it off!"""
,,,,
Nayuta.Debauchery1-44,那由多,「っ、わ、わかりましたっ！」,「っ、わ、わかりましたっ！」,I understand!
,Nayuta debauchery 1-4,,,
Nayuta.Debauchery1-45,,那由多は目の前に差し出されたチンポを慌てて口に含む,那由多は目の前に差し出されたチンポを慌てて口に含む,Nayuta hurriedly takes the cock offered in front of her into her mouth.
,,,,
Nayuta.Debauchery1-46,那由多,「むごっ、むふーっ！」,「むごっ、むふーっ！」,"Mwah!"""
,,,,
Nayuta.Debauchery1-47,那由多,(これが男性のっ…っ、最悪っ！不快ですっ！),(これが男性のっ…っ、最悪っ！不快ですっ！),(This is a man's......oh my god.....this is the worst! It's disgusting!)
,,,,
Nayuta.Debauchery1-48,観客,「おいブタッ、咥えて終わりじゃねえぞ！早くフェラして射精させろ！」,「おいブタッ、咥えて終わりじゃねえぞ！早くフェラして射精させろ！」,"He said, ""Hey, pig, don't just suck me off and be done with it! Come on, suck me off and make me ejaculate!"""
,Nayuta debauchery 1-5,,,
Nayuta.Debauchery1-49,那由多,「ん゛んっ♥、もうひわけごらいまへんっ♥！」,「ん゛んっ♥、もうひわけごらいまへんっ♥！」,"""Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no!"
,,,,
Nayuta.Debauchery1-50,,そして那由多は口で男のチンポをしごいていく,そして那由多は口で男のチンポをしごいていく,And Nayuta squeezes the man's cock with her mouth.
,Nayuta debauchery 1-4,,,
Nayuta.Debauchery1-51,那由多,ちゅぱっ♥、ちゅぱっ♥、ちゅぱっ♥,ちゅぱっ♥、ちゅぱっ♥、ちゅぱっ♥,"Chubby, chubby, chubby, chubby, chubby, chubby."
,,,,
Nayuta.Debauchery1-52,那由多,(うぅ～～～っ、何故っ、私がこんなことをッ！),(うぅ～～～っ、何故っ、私がこんなことをッ！),"(Ughhhhhh, why am I doing this!)"
,,,,
Nayuta.Debauchery1-53,観客,「ああ？ふざけてんのか？」,「ああ？ふざけてんのか？」,"""Oh? Are you kidding me?"""
,,,,
Nayuta.Debauchery1-54,観客,「てめえはチンポの事しか頭にないブタなんだよっ！もっとまじめにやれっ！」,「てめえはチンポの事しか頭にないブタなんだよっ！もっとまじめにやれっ！」,"You're a pig who only thinks about his dick! You've got to be more serious!"""
,,,,
Nayuta.Debauchery1-55,那由多,「ん゛ん～～～っ！ん゛っ♥」,「ん゛ん～～～っ！ん゛っ♥」,"♥""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥ ♥♥♥"""
,Nayuta debauchery 1-5,,,
Nayuta.Debauchery1-56,那由多,(っ、私は最強の聖核戦姫…悔しいですが、これくらいの事ならっ！),(っ、私は最強の聖核戦姫…悔しいですが、これくらいの事ならっ！),"(I am the strongest Seikaku Princess...it's frustrating, but I can do this much!)"
,,,,
Nayuta.Debauchery1-57,,那由多は自分の体力を生かし、頭を前後に激しく揺らしチンポに奉仕する,那由多は自分の体力を生かし、頭を前後に激しく揺らしチンポに奉仕する,"Nayuta uses her strength to serve the cock, rocking her head back and forth violently"
,,,,
Nayuta.Debauchery1-58,,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,"Jup, jup, jup, jup, jup!"
,,,,
Nayuta.Debauchery1-59,観客,「……まあいい、とりあえず出してやるっ、オラ！」,「……まあいい、とりあえず出してやるっ、オラ！」,"...... Well, I'll get it out of you anyway, Ora!"""
,Nayuta debauchery 1-6,,,
Nayuta.Debauchery1-60,,ドビュルルッ、ドプッ！,ドビュルルッ、ドプッ！,Doburrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr!
,,,,
Nayuta.Debauchery1-61,那由多,「ん゛っ♥、ん゛んっ♥、んっ♥♥！」,「ん゛っ♥、ん゛んっ♥、んっ♥♥！」,"""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥!"""
,,,,
Nayuta.Debauchery1-62,那由多,(これが性液の味っ♥、ぐっ♥、苦くてっ、不愉快ですっ！),(これが性液の味っ♥、ぐっ♥、苦くてっ、不愉快ですっ！),"(This is the taste of sexual fluid ♥, gosh ♥, it's bitter and unpleasant!)"
,Nayuta debauchery 1-７,,,
Nayuta.Debauchery1-63,那由多,「はあっ♥、はあっ♥、んあっ♥」,「はあっ♥、はあっ♥、んあっ♥」,"""Ahh, ah, ah, ah, ah, ah, ah, ah."""
,,,,
Nayuta.Debauchery1-64,観客,「……まあいい、後がつかえてるからな、後でまたぶっかけてやる」,「……まあいい、後がつかえてるからな、後でまたぶっかけてやる」,"""...... Well, I'll just have to hold on to it, I'll spray you again later."""
,Nayuta debauchery 1-8,,,
Nayuta.Debauchery1-65,,そして那由多は別の男のチンポを口に挿入される,そして那由多は別の男のチンポを口に挿入される,And Nayuta gets another man's cock inserted into her mouth.
,,,,
Nayuta.Debauchery1-66,那由多,「ごぶっ♥！？」,「ごぶっ♥！？」,Gobble!
,,,,
Nayuta.Debauchery1-67,観客,「では次は私が、全員が満足するまで頑張ってもらわなくては」,「では次は私が、全員が満足するまで頑張ってもらわなくては」,"Then I must be next and make sure everyone is satisfied."""
,,,,
Nayuta.Debauchery1-68,那由多,「ん゛っ♥、ん゛んっ♥、んっ♥♥！？」,「ん゛っ♥、ん゛んっ♥、んっ♥♥！？」,"""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥!"""
,,,,
Nayuta.Debauchery1-69,那由多,(ここにいる全員の…こ…これをっ！？),(ここにいる全員の…こ…これをっ！？),(All of us here... here... here!)
,,,,
Nayuta.Debauchery1-70,那由多,(くううっ……いえ、ここでくじけてはいけませんっ…最期まで精神に誇りをっ！),(くううっ……いえ、ここでくじけてはいけませんっ…最期まで精神に誇りをっ！),"(Kuuuh ...... No, we must not falter here... Proud of our spirit until the end!)"
,,,,
Nayuta.Debauchery1-71,,そして那由多は次の男のチンポをしゃぶり始める,そして那由多は次の男のチンポをしゃぶり始める,Then Nayuta starts sucking the next guy's dick.
,,,,
Nayuta.Debauchery1-72,那由多,(これも試練ですっ…、どんなに辱められようとも…絶対に負けませんッ♥！),(これも試練ですっ…、どんなに辱められようとも…絶対に負けませんッ♥！),(This is also an ordeal...no matter how much I am humiliated...I will never lose!)
,,,,
Nayuta.Debauchery1-73,,そして翌朝,そして翌朝,And the next morning
,Nayuta debauchery 1-9,,,
Nayuta.Debauchery1-74,那由多,「ゲプッ♥、………オ゛、オエッ♥」,「ゲプッ♥、………オ゛、オエッ♥」,"""Gep ♥, ......... ♥, oe ♥."""
,,,,
Nayuta.Debauchery1-75,観客,「ふう、出した出した、ったくすげえザーメン臭だな」,「ふう、出した出した、ったくすげえザーメン臭だな」,"""I've got it, I've got it, it smells like cum."
,,,,
Nayuta.Debauchery1-76,観客,「刀を使う聖核戦姫ですからね、チンポの扱いも上手いのでしょう」,「刀を使う聖核戦姫ですからね、チンポの扱いも上手いのでしょう」,"She's a Seikaku Princess who uses a sword, so she must be good with dicks."""
,,,,
Nayuta.Debauchery1-77,那由多,(う゛あっ♥、気持ち…悪いっ♥、さい…あくっ♥),(う゛あっ♥、気持ち…悪いっ♥、さい…あくっ♥),"(Oh, God, I feel...bad...♥, I feel...bad...♥, I feel...ah...ah...ah...ah...ah...ah...ah...)"
,,,,
Nayuta.Debauchery1-78,観客,「おらブタ、最後に感謝の挨拶しろ」,「おらブタ、最後に感謝の挨拶しろ」,"Hey, pig, say thank you at the end."
,,,,
Nayuta.Debauchery1-79,那由多,「っ、…わ、わかりましたっ…♥」,「っ、…わ、わかりましたっ…♥」,"I understand...♥"""
,Nayuta debauchery 1-10,,,
Nayuta.Debauchery1-80,,那由多は性液まみれの体で再び土下座をする,那由多は性液まみれの体で再び土下座をする,Nayuta gets down on her knees again with her body covered in sexual fluids
,,,,
Nayuta.Debauchery1-81,那由多,「本日は…那由多ブタで沢山射精していただき…ありがとうございましたっ♥」,「本日は…那由多ブタで沢山射精していただき…ありがとうございましたっ♥」,Thank you very much for ejaculating so much with Nayuta Buta today.
,,,,
Nayuta.Debauchery1-82,那由多,「今後とも…財団と那由多をどうぞよろしくお願いしますっ♥」,「今後とも…財団と那由多をどうぞよろしくお願いしますっ♥」,I look forward to your continued support for the Foundation and Nayuta.
,,,,
Nayuta.Debauchery1-83,那由多,(っ、屈辱でしたが…やっと、終わりましたっ♥…これで少し休めますっ),(っ、屈辱でしたが…やっと、終わりましたっ♥…これで少し休めますっ),"(It was humiliating... but finally, it's over... now I can rest a little...)"
,,,,
Nayuta.Debauchery1-84,,その時、戦闘員が那由多のもとにやってくる,その時、戦闘員が那由多のもとにやってくる,"At that time, a combatant comes to Nayuta"
,,,,
Nayuta.Debauchery1-85,戦闘員,「やっと終わったか？じゃあとっととシャワー浴びて準備するぞ。次の場所だ」,「やっと終わったか？じゃあとっととシャワー浴びて準備するぞ。次の場所だ」,"You're finally done? Then let's shower and get ready. Next stop."""
,,,,
Nayuta.Debauchery1-86,那由多,「なっ？、なんでっ！？」,「なっ？、なんでっ！？」,What? Why?
,,,,
Nayuta.Debauchery1-87,戦闘員,「お前が迷惑かけたのがこれだけなわけがないだろ？これから毎日寝る間も惜しんでチンポ奉仕だ」,「お前が迷惑かけたのがこれだけなわけがないだろ？これから毎日寝る間も惜しんでチンポ奉仕だ」,"""This can't be all the trouble you've caused, can it? From now on, I'm going to spend every waking moment serving your dick."""
,,,,
Nayuta.Debauchery1-88,戦闘員,「わかったらとっとと準備しろ。しばらく休めると思うなよ？」,「わかったらとっとと準備しろ。しばらく休めると思うなよ？」,"""Get ready to go. Don't think you can rest for a while?"""
,,,,
Nayuta.Debauchery1-89,那由多,「なっ、そんなっ…！待って、無理っ…！」,「なっ、そんなっ…！待って、無理っ…！」,"""No, no, no, no...! Wait, I can't...!"
,,,,
Nayuta.Debauchery1-90,,その後、那由多はメスブタとして、世界中での壮絶な性奉仕の日々が続くのだった,その後、那由多はメスブタとして、世界中での壮絶な性奉仕の日々が続くのだった,"After that, Nayuta was a female pig, and her days of spectacular sexual service around the world continued!"
Nayuta Debauchery Scene2,注釈,淫乱化シーン,淫乱化シーン,淫乱化シーン
Nayuta.Debauchery2-1,,那由多の性奉仕の日々がしばらく続いた後―――――,那由多の性奉仕の日々がしばらく続いた後―――――,After a while of Nayuta's sexual services: ―――――
,Nayuta debauchery 2ｰ1,,,
Nayuta.Debauchery2-2,那由多,「申し訳ありませんっ♥、メスブタ那由多、ただいま到着いたしましたっ♥」,「申し訳ありませんっ♥、メスブタ那由多、ただいま到着いたしましたっ♥」,"I'm sorry, Nayuta the pig, we've just arrived."
,,,,
Nayuta.Debauchery2-3,観客,「遅かったなぁ？何やってたんだ？」,「遅かったなぁ？何やってたんだ？」,"What took you so long? What were you doing?"""
,,,,
Nayuta.Debauchery2-4,那由多,「他の方々にもご奉仕をしていて…遅れてしまい申し訳ありませんっ♥」,「他の方々にもご奉仕をしていて…遅れてしまい申し訳ありませんっ♥」,"I'm sorry I'm late, I've been serving other people."
,,,,
Nayuta.Debauchery2-5,観客,「なるほどな、通りでザーメン臭いわけだ」,「なるほどな、通りでザーメン臭いわけだ」,I see. No wonder you smell like cum in the street.
,,,,
Nayuta.Debauchery2-6,那由多,「体の落書きも消せなくて…大丈夫ですっ♥ご奉仕に支障はありませんのでっ♥」,「体の落書きも消せなくて…大丈夫ですっ♥ご奉仕に支障はありませんのでっ♥」,I can't even erase the graffiti on my body...it's okay...it won't interfere with my service.
,,,,
Nayuta.Debauchery2-7,観客,「まあいいや、とっととチンポしゃぶれ」,「まあいいや、とっととチンポしゃぶれ」,"""Oh well, get on with it and suck my dick."""
,,,,
Nayuta.Debauchery2-8,那由多,「はいっ♥、那由多っ♥皆様のおチンポしゃぶらせていただきますっ♥！」,「はいっ♥、那由多っ♥皆様のおチンポしゃぶらせていただきますっ♥！」,"Yes, Nayuta, I will suck your cock!"
,Nayuta debauchery 2-2,,,
Nayuta.Debauchery2-9,,そして那由多はためらうことなく目の前のチンポを口に入れる,そして那由多はためらうことなく目の前のチンポを口に入れる,And Nayuta puts the cock in front of her mouth without hesitation.
,,,,
Nayuta.Debauchery2-10,Nayuta debauchery 2-3,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,"Jup, jup, jup, jup, jup!"
,,,,
Nayuta.Debauchery2-11,那由多,「むふっ♥どーれすかっ♥わらひの口マンコっ♥」,「むふっ♥どーれすかっ♥わらひの口マンコっ♥」,"""Muhuhu, do you want some of that?"
,,,,
Nayuta.Debauchery2-12,観客,「おっ、那由多ちゃんチンポしゃぶるの随分上手くなったね」,「おっ、那由多ちゃんチンポしゃぶるの随分上手くなったね」,"""Oh, Nayuta, you're getting so good at sucking cock."""
,,,,
Nayuta.Debauchery2-13,那由多,「はひっ♥、沢山練習したのでっ♥、即尺フェラは得意技ですっ♥」,「はひっ♥、沢山練習したのでっ♥、即尺フェラは得意技ですっ♥」,"I've practiced a lot, so I'm good at giving a quick blowjob."
,,,,
Nayuta.Debauchery2-14,観客,「ははっ！流石は元最強の聖核戦姫だ、センスは抜群だな！」,「ははっ！流石は元最強の聖核戦姫だ、センスは抜群だな！」,"""Haha! You're the former most powerful Seikaku Princess, you've got great taste!"""
,,,,
Nayuta.Debauchery2-15,那由多,「ありがとうございますっ♥、メスブタ那由多っ♥嬉しいですっ♥」,「ありがとうございますっ♥、メスブタ那由多っ♥嬉しいですっ♥」,"Thank you, Nayuta, I'm so happy!"
,,,,
Nayuta.Debauchery2-16,,そして那由多は唇に力を入れ、男のチンポの裏筋をなぞるようにフェラしていく,そして那由多は唇に力を入れ、男のチンポの裏筋をなぞるようにフェラしていく,"Then Nayuta puts her lips on the man's cock and sucks it, tracing the underside of the man's cock"
,,,,
Nayuta.Debauchery2-17,,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,"Jup, jup, jup, jup, jup!"
,Nayuta debauchery 2-3,,,
Nayuta.Debauchery2-18,那由多,(わかりますっ、今は剣を握る感覚より…口の中のチンポの感覚の方が研ぎ澄まされているっ♥),(わかりますっ、今は剣を握る感覚より…口の中のチンポの感覚の方が研ぎ澄まされているっ♥),"(I know, now the sensation of a cock in my mouth is sharper than the sensation of holding a sword... ♥)"
,,,,
Nayuta.Debauchery2-19,那由多,(チンポの扱い方…刀の道よりも奥が深いですっ♥),(チンポの扱い方…刀の道よりも奥が深いですっ♥),(How to handle a cock...it's deeper than the way of the sword ♥)
,,,,
Nayuta.Debauchery2-20,観客,「那由多ちゃんチンポに必死でフェラ顔になっちゃって…まあ最後まで頼むよ」,「那由多ちゃんチンポに必死でフェラ顔になっちゃって…まあ最後まで頼むよ」,"Nayuta―chan, you're so desperate for cock that you've got a blowjob face... well, just finish me off, please."""
,,,,
Nayuta.Debauchery2-21,那由多,「ジュプッ♥、那由多にっ♥、おまかせくらはいっ♥！」,「ジュプッ♥、那由多にっ♥、おまかせくらはいっ♥！」,"""Jup, Nayuta, leave it to me!"""
,,,,
Nayuta.Debauchery2-22,,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,ジュポッ、ジュポッ、ジュポッ、ジュポッ！,"Jup, jup, jup, jup, jup!"
,,,,
Nayuta.Debauchery2-23,那由多,「んっ♥、ん゛ふっ♥、ぶもっ♥、ぶもっ♥」,「んっ♥、ん゛ふっ♥、ぶもっ♥、ぶもっ♥」,"""Mmm, mmm, mmm, mmm, mmm, mmm, mmm."""
,,,,
Nayuta.Debauchery2-24,観客,「っ、おおっ、がっつきやがって、出すぞっ！」,「っ、おおっ、がっつきやがって、出すぞっ！」,"""Oh, oh, you greedy, greedy, I'm gonna get you out!"""
,,,,
Nayuta.Debauchery2-25,那由多,「ぶもっ♥、ぶもっ♥、なゆたのくひにっ♥、だひてくらはいっ♥」,「ぶもっ♥、ぶもっ♥、なゆたのくひにっ♥、だひてくらはいっ♥」,"""Bumo, bumo, nayuta no kuhini, dahitte kurayai!"""
,Nayuta debauchery 2-4,,,
Nayuta.Debauchery2-26,,ドビュルルッ、ドプッ！,ドビュルルッ、ドプッ！,Doburrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr!
,,,,
Nayuta.Debauchery2-27,那由多,「ん゛ん～～～っ♥！ゴキュッ♥、ゴキュッ♥」,「ん゛ん～～～っ♥！ゴキュッ♥、ゴキュッ♥」,"""Oh, God, oh, God, oh, God! "
,Nayuta debauchery 2-5,,,
Nayuta.Debauchery2-28,那由多,「ん゛っ♥、んうっ♥、むふ～っ♥、むふ～っ♥」,「ん゛っ♥、んうっ♥、むふ～っ♥、むふ～っ♥」,"""Mmmmmm, mmmm, mmmm, mmmm, mmmm, mmmm."""
,,,,
Nayuta.Debauchery2-29,観客,「コイツッ、出したってのにチンポから口離さねえｗ」,「コイツッ、出したってのにチンポから口離さねえｗ」,"""This guy won't take his mouth off my dick even though I've already taken it out."""
,,,,
Nayuta.Debauchery2-30,那由多,「むふっ♥、那由多はっ、おチンポが大好きなのでっ♥」,「むふっ♥、那由多はっ、おチンポが大好きなのでっ♥」,"""Muhu♥, Nayuta loves cock so much!"""
,,,,
Nayuta.Debauchery2-31,那由多,「皆様っ♥、那由多の口オナホッ♥、沢山お使いくださいっ♥！」,「皆様っ♥、那由多の口オナホッ♥、沢山お使いくださいっ♥！」,"""Ladies and gentlemen, please use Nayuta's mouth masturbation as much as you can!"
,,,,
Nayuta.Debauchery2-32,,数時間後,数時間後,a few hours later
,Nayuta debauchery 2-6,,,
Nayuta.Debauchery2-33,那由多,「ふごっ♥、ジュルッ♥、ズルルッ♥、ジュルッ♥！」,「ふごっ♥、ジュルッ♥、ズルルッ♥、ジュルッ♥！」,"Hugo♥, julk♥, zulk♥, julk♥!"""
,,,,
Nayuta.Debauchery2-34,,那由多は何度も口内射精され、顔は精液にまみれていた,那由多は何度も口内射精され、顔は精液にまみれていた,Nayuta was repeatedly ejaculated into her mouth and her face was covered with semen
,,,,
Nayuta.Debauchery2-35,観客,「ったくいつまでチンポしゃぶってりゃ気が済むんだ？」,「ったくいつまでチンポしゃぶってりゃ気が済むんだ？」,"How long am I going to have to suck your dick?"""
,,,,
Nayuta.Debauchery2-36,観客,「凄い体力ですな…さすがは元最強の聖核戦姫」,「凄い体力ですな…さすがは元最強の聖核戦姫」,You have great physical strength...as one would expect from the former most powerful Seikaku Princess.
,,,,
