Key,Comment,Japanese,English
Akiho.Debauchery1-63,,そして男は喉を握る手に更にギュッと力をこめる,And the man tightens his grip on his throat even more.
,,,
Akiho.Debauchery1-64,明穂,「ケヒュッ♥、カヒュッ♥、オ゛♥、オ゛！♥」,"""Kehüt ♥, kahüt ♥, o ♥, o ♥, o ♥! ♥♥"""
,Akiho debauchery1-6,,
Akiho.Debauchery1-65,,ドプッ、ドビュルルルッ！,"Dop, dob, dob!"
,,,
Akiho.Debauchery1-66,明穂,「ケホッ♥！？、オ゛ッ♥、オ゛お゛ッ～～～♥♥！」,"""Keh―hoo! ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥"""
,Akiho debauchery1-7,,
Akiho.Debauchery1-67,,大量の精液を明穂の膣内に放った後、男はようやく明穂の首から手を放す,"After releasing a large amount of semen into Akiho's vagina, the man finally releases his hand from Akiho's neck"
,,,
Akiho.Debauchery1-68,明穂,「ゲホッ！、ゲホッ！、ハアッ、ハアッ…！」,"""Gee whiz! Geehaw! Haaagh, haaagh...!"""
,,,
Akiho.Debauchery1-69,男,「いやー明穂ちゃんマジでマンコ良かったわ」,"""No, Akiho-chan really had a nice pussy."""
,,,
Akiho.Debauchery1-70,明穂,「ひぐっ♥、あ゛ありがどうございますっ…」,"""Thank you very much..."""
,,,
Akiho.Debauchery1-71,男,「いつもは一回で捨てるんだけど…明穂ちゃん気に入ったわ、俺の女にしてやるよ」,"""I usually throw them away after one but I like you, Akiho, I'll make you my woman."""
,,,
Akiho.Debauchery1-72,明穂,「…えっ！？、な、なんでっ！」,"""What? Hey, why!"""
,,,
Akiho.Debauchery1-73,男,「俺達めっちゃセックスの相性良いし…明穂ちゃんももっとシたいでしょ？」,"""We have great sex together... and you want more, don't you, Akiho?"""
,,,
Akiho.Debauchery1-74,明穂,「や…やだっ！、帰してっ！お願いっ！」,"""No...no! Let me go home! Please!"""
,,,
Akiho.Debauchery1-75,男,「まあいいじゃん、オラ、二回戦やるぞッ！」,"""Well, that's okay, Ora, let's play a second round!"""
,,,
Akiho.Debauchery1-76,明穂,「やっ♥、あっ♥、あああああっ♥♥」,"""Oh, my God, oh, my God, oh, my God, oh, my God."""
,,,
Akiho.Debauchery1-77,,そして、この日から明穂の男との堕落した生活が始まるのだった,"And from this day on, Akiho's depraved life with a man began!"
,,,
Akiho Debauchery Scene2,注釈,淫乱化シーン,淫乱化シーン
,暗転,,
Akiho.Debauchery2-1,,とある都市のホテルの一室、タバコとアルコールの臭いが充満する部屋の中、一組の男女が交わっている,"In a hotel room in a city, a man and a woman are having sex in a room filled with the smell of cigarettes and alcohol."
,Akiho debauchery2ｰ1,,
Akiho.Debauchery2-2,,パチュッ、パチュッ、パチュッ、パチュッ,"Patchy, patchy, patchy, patchy."
,,,
Akiho.Debauchery2-3,明穂,「お゛っ♥、お゛っ♥、お゛っ♥、お゛っ♥」,"""Oooh, oooh, oooh, oooh, oooh, oooh, oooh, oooh."""
,,,
Akiho.Debauchery2-4,男,「フ―――――ッ……」,"""――――― ......"""
,Akiho debauchery2-2,,
Akiho.Debauchery2-5,明穂,「えへへぇっ♥、おチンポ気持ちいっ♥、もっと突いてっ♥！」,"""Heh heh heh heh, your dick feels so good, poke me some more!"""
,,,
Akiho.Debauchery2-6,男,「……明穂さあ…お前なんかもうマンコ緩いんだよね」,"""...... Akiho come on... you're kinda loose pussy already.'"""
,,,
Akiho.Debauchery2-7,男,「マンコ使えなかったらお前には何の価値も無い事分かってる？」,"""Do you realize that if you can't use pussy, you're worth nothing?"""
,,,
Akiho.Debauchery2-8,明穂,「あへっ♥、ごめんなさいっ♥、マンコ絞めますからっ♥、捨てないでっ♥！」,"""I'm sorry, I'll squeeze your pussy, don't throw it away!"""
,,,
Akiho.Debauchery2-9,,そして明穂は縋るように必死に膣に力を入れ、腰を振る,And Akiho clutched desperately at her vagina and shook her hips
,,,
Akiho.Debauchery2-10,,パチュッ、パチュッ、パチュッ、パチュッ,"Patchy, patchy, patchy, patchy."
,,,
Akiho.Debauchery2-11,明穂,「んっ♥、はあっ♥、はあっ♥、はあっ♥」,"""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥"""
,,,
Akiho.Debauchery2-12,男,「フ―――――ッ……もういい、ちょっと首かせ」,"""Enough ―――――... ......... let's just hang it up a minute."""
,Akiho debauchery2-3,,
Akiho.Debauchery2-13,明穂,「ひぎゅっ♥、ゲプッ♥」,"""Huggy ♥, gebbly ♥."""
,,,
Akiho.Debauchery2-14,,男は明穂の首に手を伸ばし、力を入れて締め上げる,The man reaches for Akiho's neck and tightens it with force
,,,
Akiho.Debauchery2-15,男,「明穂さぁ？首絞めてやんなきゃマンコも絞められねえの？」,"""Akiho? If I don't choke you, you can't choke my pussy?"""
,,,
Akiho.Debauchery2-16,明穂,「ゲプッ♥、ゲホッ♥、ご、ごめんらはいっ♥♥」,"""Gobble, gobble, gobble, gobble, gobble, gobble, gobble, gobble, gobble, gobble, gobble, gobble, gobble."""
,,,
Akiho.Debauchery2-17,男,「……あー?、それとも首絞めてほしくてワザと力抜いてたのか？このクソビッチが」,"""I'm not sure if it's ""......"" or ""......"". Or did you want me to choke you out so you could relax? You bitch."""
,,,
Akiho.Debauchery2-18,明穂,「ゴホッ♥、ゲホッ♥、ち、ちがいまひゅっ♥」,"""Gohoho, goho, goho, goho, goho, goho, goho, goho, goho, goho, goho, goho, goho."""
,,,
Akiho.Debauchery2-19,男,「まったくどうしようもねえマゾ女だな、そんなに窒息したきゃさせてやるよ」,"""You are such a helpless masochistic bitch, if I wanted to suffocate you so badly, I would."""
,,,
Akiho.Debauchery2-20,,そして男はさらに強く明穂の首を握りしめる,Then the man grips Akiho's neck even tighter.
,,,
Akiho.Debauchery2-21,明穂,「ゲヒュッ♥、オ゛、゛オッ♥♥！」,"""Oh, my God, oh, my God, oh, my God, oh, my God!"""
,,,
Akiho.Debauchery2-22,男,「オラッ、死ねッ！、窒息アクメでマンコ絞めろッ！」,"""I want you to die! Choke on it, choke on it, choke on it, choke on it!"""
,,,
Akiho.Debauchery2-23,明穂,「カヒュッ♥、カヒュッ♥、オ゛オッ♥♥」,"""Cuckoo♥, cuckoo♥, ooh―ooh―ooh―ooh―ooh."""
,,,
Akiho.Debauchery2-24,,明穂は酸欠状態になりながらも朦朧とした意識で必死にチンポに媚びる,Akiho is desperately flirting with the cock in a dazed state of consciousness while in a state of acidity.
,,,
Akiho.Debauchery2-25,明穂,「カヒュッ♥、じめまぅっ♥、チンポっ♥、オ゛オッ♥♥」,"""Cock... cock... ohh... ohh... ohh... ohh..."""
,,,
Akiho.Debauchery2-26,,パンッ！、パンッ！、パンッ！、パンッ！,"Pang! Pan, pan! Pan, pan! Pan, pan!"
,,,
Akiho.Debauchery2-27,男,「フウ――――、オラッ、出すぞっ！」,"""Fuu――――, orah, let's get it out!"""
,Akiho debauchery2-4,,
Akiho.Debauchery2-28,,ドクッ、ドビュルルルッ！,"Doc, dobululululu!"
,,,
Akiho.Debauchery2-29,明穂,「ゲヒッ♥、オ゛ッ♥、オ゛ッ♥、オ゛オッ♥！」,"""Ghee hee hee hee hee hee hee hee hee!"""
,,,
Akiho.Debauchery2-30,男,「オラッ！、ちゃんと最期までマンコ絞めろっ！」,"""I want you to squeeze her pussy until the end! Squeeze her pussy till the end!"""
,,,
Akiho.Debauchery2-31,明穂,「ガヒッ♥、へあっ♥、オ゛オ゛ッ♥」,"""Gahhhh, heh, ohh, ohh."""
,,,
Akiho.Debauchery2-32,,ドクッ、ドクッ…,"Doc, doc..."
,,,
Akiho.Debauchery2-33,男,「ふう……全く手間かけさせやがって」,"""You're making me go through all that trouble at ......."""
,Akiho debauchery2-5,,
Akiho.Debauchery2-34,,そして男は再びタバコに火をつけ、明穂の首を握っていた手を放す,The man then lights up a cigarette again and releases his hand that was holding Akiho's neck
,,,
Akiho.Debauchery2-35,明穂,「カヘッ♥、カヘッ♥、ゲホッ♥！……はあっ♥、はあっ♥」,"""Kaheh ♥, kaheh ♥, geh ♥! ...... is ah ♥, ah ♥."""
,Akiho debauchery2-6,,
Akiho.Debauchery2-36,明穂,「ゴホッ、ゲホッ♥、チンポッ♥、もう一回くらさいっ♥、今度はもっと頑張るからっ♥」,"""Gosh, gee whiz, cock, give me one more time, I'll try harder this time."""
,,,
Akiho.Debauchery2-37,明穂,「チンポハメられてる時が一番幸せっ♥、大好きっ♥、愛してるっ♥」,"""I'm the happiest when I'm getting fucked by a cock, I love you, I love you, I love you."""
,,,
Akiho.Debauchery2-38,男,「……………明穂さあ、お前もういいわ」,"""...............Akiho, come on, you're done."""
,Akiho debauchery2-7,,
Akiho.Debauchery2-39,明穂,「……………え？」,"""............... what?"""
,,,
Akiho.Debauchery2-40,男,「なんか飽きたっていうかさー、めんどいんだわ」,"""I'm kind of tired of it. I mean, it's a pain in the ass."""
,,,
Akiho.Debauchery2-41,男,「俺の時間も薬も酒もただじゃないわけ。なのに自分が気持ち良くなる事しか考えねえで…」,"""My time, my medicine, and my booze don't come for free. But all you think about is making yourself feel good..."""
,,,
Akiho.Debauchery2-42,男,「つーわけでもういいよ、バイバイ」,"""So I'm done, bye―bye."""
,,,
Akiho.Debauchery2-43,明穂,「そんなっ！、やだっ！、このチンポハメてもらえないとアタシっ！」,"""No way! No! If you don't let me get fucked by this dick, I'm going to die!"""
,,,
Akiho.Debauchery2-44,男,「………あー、じゃあさ、今度会う時金持ってこい」,"""......... ah, well, next time you see me, bring me some money."""
,,,
Akiho.Debauchery2-45,明穂,「か、金…？ど、どうやって」,"""Or money...? How?"""
,,,
Akiho.Debauchery2-46,男,「その辺で適当な男ひっかけりゃいいだろ。それかAV紹介してやろうか？」,"""Why don't you just hook up with some random guy around the corner? Or I could introduce you to porn."""
,,,
Akiho.Debauchery2-47,明穂,「そ、そんなぁ、で、でもっ」,"""Oh, no, no, no, no, but..."""
,,,
Akiho.Debauchery2-48,男,「あ？ハメてほしくねーの？、それじゃこれで最後だな」,"""What? You don't want me to fuck you? Well, I guess this is the last time."""
,,,
Akiho.Debauchery2-49,明穂,「わかったっ！、やるっ！やるからっ！お願いっ！捨てないでっ！」,"""I know! I'll do it! I'll do it! Please don't throw it away! Don't throw it away!"""
,,,
Akiho.Debauchery2-50,男,「…まあそこまで言うならしゃーねえなぁ？ご褒美で最後に一発ハメてやるよッ！」,"""I'll give you one last blowjob as a reward. As a reward, I'll fuck you one last time!"""
,Akiho debauchery2-5,,
Akiho.Debauchery2-51,明穂,「あっ♥、チンポ来たっ♥、ありがとうございますっ♥」,"""Oh, my dick's here, thank you very much."""
,,,
Akiho.Debauchery2-52,明穂,「これから出来るだけたくさんお金渡すからっ♥、沢山ハメてくださいっ♥！」,"""I'll give you as much money as I can from now on, please fuck me a lot!"""
,,,
Akiho.Debauchery2-53,男,(チッ、めんどくせえなぁ…しばらく貢がせたら後はAV辺りにうっぱらうか…),"(Damn, what a pain in the ass...I'll just let him pay me for a while and then I'll just dump him in the porn area...)"
,,,
Akiho.Debauchery2-54,明穂,「私っ♥、聖核戦姫だったけどっ♥、もう戻れないっ♥、今が幸せだからっ♥！」,"""I was the Seikaku Princess, but I can't go back now, I'm so happy now!"""
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Akiho Core Scene１,注釈,聖核シーン１,聖核シーン１
,,,
Akiho.Core1-1,暗転,明穂が捕獲されてからしばらくして―――――,A short time after Akiho's capture: ―――――
,Akiho core 1ｰ1,,
Akiho.Core1-2,,明穂は円筒状の透明な容器に閉じ込められていた,Akiho was trapped in a cylindrical transparent container.
,,,
Akiho.Core1-3,明穂,「ねえっ、何ここっ！出してっ！」,"""What is this place? Let me out!"""
,,,
Akiho.Core1-4,,明穂は内側から容器を叩くが、まったく壊れる気配はない,"Akiho hits the container from the inside, but it shows no sign of breaking at all."
,,,
Akiho.Core1-5,明穂,「っ！、聖核戦姫に変身してるのにッ、なんて硬さなのっ…？」,"""I'm transformed into the Seikaku Princess, but how hard is she? She's transformed into a Seikaku Princess, but how hard is she...?"""
,,,
Akiho.Core1-6,,その部屋に設置されたスピーカーから男の声が流れる,A man's voice plays from the speakers installed in that room.
,,,
Akiho.Core1-7,研究員,「特製の超強化ガラスだからな、壊そうとしても無駄だ」,"""It's specially made, super―toughened glass, so there's no point in trying to break it."""
,,,
Akiho.Core1-8,明穂,「っ、だ、誰っ…？なんでこんなことをするのっ！？」,"""Who are you? Why are you doing this to me?"""
,,,
Akiho.Core1-9,研究員,「お前にはこれからちょっとした実験台になってもらう」,"""You're going to be a bit of an experiment from now on."""
,,,
Akiho.Core1-10,明穂,「っ…！実験台っ！？、やだっ！、出してっ！」,"""I'm going to be a Experimental subjects! No! Let me out!"""
,,,
Akiho.Core1-11,研究員,「まあ諦めろ、じゃあ始めるぞ」,"""Well, give it up. Let's get on with it."""
,,,
Akiho.Core1-12,明穂,「ちょっと待ってっ！何するのっ！、もう少し心の準備を…！」,"""Wait a minute! What are you doing? I'm just a little more prepared...!"""
,,,
Akiho.Core1-13,,研究員の男がそう言うと、容器の下からガコンッ！と何かが開く音が聞こえる,"As the researcher man says this, I hear a clunk from under the container! from under the container."
,,,
Akiho.Core1-14,明穂,「っ、な、なにっ！？」,"""What?"""
,Akiho core 1-2,,
Akiho.Core1-15,,グポッ、グジュルルルッ、ズルズルッ！,
,,,
Akiho.Core1-16,,容器下部の配管からピンクのゲル状の液体が容器内に流れ込む,Pink gelatinous liquid flows into the container from the piping at the bottom of the container
,,,
Akiho.Core1-17,明穂,「ひあっ♥、な、なにこれっ！」,"""Hi, what's this?"""
,,,
Akiho.Core1-18,,「生暖かくて…ドロドロしてっ……気持ち悪いっ！」,"""It's warm and... sludgy and ...... disgusting!"""
,,,
Akiho.Core1-19,,「それに…っ！…これ…ただの液体じゃない…私の体に向かってきてるっ…！？」,"""And...! This... this... this isn't just liquid... it's coming towards my body...!"""
,,,
Akiho.Core1-20,,ズルルッ、ドロッ！,"Zulu, dorotsu!"
,Akiho core 1-3,,
Akiho.Core1-21,,「ひあっ♥、や、やめてっ♥！」,"""Oh, no, don't!"""
,,,
Akiho.Core1-22,,スライムは意思があるかのように重力に逆らい、明穂の体に纏わりつく,The slime defies gravity and clings to Akiho's body as if it has a will.
,,,
Akiho.Core1-23,,「んっ♥…やめっ…気持ち悪いっ…！」,"""I don't feel good...!"""
,,,
Akiho.Core1-24,,ドロッ、グチュッ、ズルルッ！,"Slurp, gut, slurp, slurp!"
,Akiho core 1-4,,
Akiho.Core1-25,,「ひあっ♥、んっ♥、んああっ♥！？」,"""Hi ah ♥, mmmm ♥, mmm ah ♥!"""
,,,
Akiho.Core1-26,,スライムがスーツの隙間に潜り込み、明穂の敏感な部分にも侵入する,Slime slithers into the crevices of the suit and into Akiho's sensitive areas.
,,,
Akiho.Core1-27,,「っ、待ってっ♥！そこはっ♥！」,"""Wait, wait, wait! Wait, wait, wait!"""
,,,
Akiho.Core1-28,,「んあっ♥、お尻の穴とっ…そこはっ♥、だめっ…っ♥」,"""Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no..."""
,Akiho core 1-3,,
Akiho.Core1-29,,(なんで…っ！、入ろうとしてくるの…っ♥！？),(Why...! Why are you trying to get in...?)
,,,
Akiho.Core1-30,,(やっぱりっ…！、このスライムっ…意思を持って動いてる…っ！？),(I knew it...! This slime... it's moving with a will...!)
,,,
Akiho.Core1-31,,「んあっ♥、待ってっ！お尻の穴にっ！もう入ってこないでっ！」,"""Oh, wait! In the butt hole! Don't come in there again!"""
,Akiho core 1-5,,
Akiho.Core1-32,,そうこうしているうちに、明穂の胸の高さまでスライムの水面が上昇してくる,"In the meantime, the surface of the slime rises to the level of Akiho's chest."
,,,
Akiho.Core1-33,,「っ、やばっ…♥！、このままじゃっ♥スライムに溺れて死んじゃうっ！」,"""Oh, no...! If I don't do this, I'll drown in slime and die!"""
,,,
Akiho.Core1-34,,「はあっ、何とかしないとっ！…でもっ♥！ん゛っ♥」,"""I've got to do something! ...but...but...but...but..! ""Aaah!"""
,,,
Akiho.Core1-35,,「体中スライムにもみくちゃにされてっ…それにお尻の中までっ♥！」,"""Slime is all over my body...and inside my ass!"""
,Akiho core 1-6,,
Akiho.Core1-36,,その瞬間、スライムの一部が盛り上がり、触手のようになって明穂の口に侵入する,"At that moment, a piece of slime rises up and becomes a tentacle, invading Akiho's mouth."
,,,
Akiho.Core1-37,,「ガポッ！？、ゴポポッッ♥！」,"""Gopopo! Gopopopo♥!"""
,,,
Akiho.Core1-38,,(んあっ♥！、このスライムっ♥、私の口の中にっ♥),"(Oh, my God! This slime is in my mouth!)"
,,,
Akiho.Core1-39,,ギュルルルッ、ギュルルルルッ！,
,,,
Akiho.Core1-40,,明穂の口の中に入ったスライムは勢いを止めることなく明穂の体の奥へ向かって侵入する,The slime that enters Akiho's mouth invades toward the back of her body without stopping its momentum.
,,,
Akiho.Core1-41,,「ゴペッ♥、ゴポッ！ゴポッ！」,"""Gopek ♥, gopopo! Gobopo!"""
,Akiho core1-7,,
Akiho.Core1-42,,(だめっ♥、こんなのっ♥、とまらないっっ♥！),"(No, I can't do this, I can't stop, I can't stop!)"
,,,
Akiho.Core1-43,,(お尻からも入ってるのにッ♥、口からもそんなに入ったらっ♥),"(I'm getting it in my ass, and if I get that much in my mouth, I'm going to be in trouble.)"
,,,
Akiho.Core1-44,,(お腹がっ♥、壊れ―――――),"(Hungry ♥, broken ―――――)"
,,,
Akiho.Core1-45,,ギュルルルルッ、グルルルッ！,
,,,
Akiho.Core1-46,,「ん゛んんっ～～～～～っっ♥♥♥！？！！？」,"""♥♥♥♥♥♥?!!!!"""
,,,
Akiho.Core1-47,,明穂の腸内で上下の穴から侵入したスライムが合体する,Slime entering through the upper and lower holes in Akiho's intestines merges with each other.
,,,
Akiho.Core1-48,,「ゲボッ♥、ゴボッ♥、ゴポッ！」,"""Gobble, gobble, gobble!"""
,,,
Akiho.Core1-49,,(体の中っ♥、全部スライムで満たされてるっ♥),"(Inside my body, it's all filled with slime!)"
,,,
Akiho.Core1-50,,(体の中でグネグネ動いてっ♥、お゛っ♥、お゛おっ♥！？),"(It's squirming around in my body ♥, ooh, ooh, ooh, ooh!)"
,Akiho core1-8,,
Akiho.Core1-51,,そして、いつの間にか容器の中はスライムでいっぱいになり、明穂は完全に飲み込まれる,"And before you know it, the container is full of slime and Akiho is completely engulfed!"
,,,
Akiho.Core1-52,,「カポッ♥………ッ♥」,"""Kapok ♥.........♥"""
,,,
Akiho.Core1-53,,(だめっ………♥、酸欠で…意識がっ………♥！),"(No! .........♥, I'm out of acid...I'm unconscious .........♥!)"
,Akiho core1-9,,
Akiho.Core1-54,,「ッ♥……………ッ♥……………」,"""♥............... ♥..............."""
,,,
Akiho.Core1-55,,ゴプッ…ゴポッ…,Gobble... gobble...
,,,
Akiho.Core1-56,,(あっ…♥…………助け…………),(Oh...♥............ help ............)
,,,
Akiho.Core1-57,,「………………♥」,"""..................♥"""
,,,
Akiho.Core1-58,,明穂の体から力が抜け、意識はスライムに溶けていくのだった,"Akiho's strength drained from her body, and her consciousness dissolved into slime."
,,,
,,,
Akiho Core Scene２,注釈,聖核シーン２,聖核シーン２
,,,
Akiho.Core2-1,,明穂がスライムに飲み込まれてからしばらくして――――,Some time after Akiho was swallowed by the slime: ――――
,暗転,,
Akiho.Core2-2,Akiho core2ｰ1,ゴポッ………ゴポッ………,Gopot ......... Gopot .........
,,,
Akiho.Core2-3,,円柱状の容器はピンク色の液体で満たされ、明穂の姿は既におぼろげな人間の形が見えるだけになっていた,"The cylindrical container was filled with a pink liquid, and Akiho's figure was already only a dim human form visible"
,,,
Akiho.Core2-4,明穂,(……………っ),(...............)
,,,
Akiho.Core2-5,,(……わたし…まだ生きてる………？),(...... I...still alive .........?)
,,,
Akiho.Core2-6,,(……でも……もう体の感覚が無い……………どうなってるの………？),(...... but ...... I can't feel my body anymore ............... What's going on .........?)
,,,
Akiho.Core2-7,,(っ……誰か……助けてっ………！),(...... someone ...... help me .........!)
,Akiho core2-2,,
Akiho.Core2-8,,その時、突然スライムの一部が明るく発光し始める,"At that moment, suddenly part of the slime begins to glow brightly."
,,,
Akiho.Core2-9,,ギュルルルルッ、グルルルッ,
,,,
Akiho.Core2-10,,(な、何っ……！？、スライムがっ…動いてるっ……！？),(What the ......? The slime is moving!)
,Akiho core2ｰ3,,
Akiho.Core2-11,,スライムが容器内で動き出し、かろうじて人間の姿を保っていた部分も崩れてしまう,"The slime begins to move inside the container, and parts of it that barely retained their human form crumble."
,,,
Akiho.Core2-12,,(んあっ♥、えっ♥！？………私っ…どうなってっ……！？),"(Nnnnghhhh, ehhh! ......... I...what's going on ......!)"
,,,
Akiho.Core2-13,,(わたしの体がっ…なくなって行ってる…！？),(My body...is disappearing...!)
,,,
Akiho.Core2-14,,(んっ♥、体…がっ！？、引き伸ばされて…っ！),"(♥♥, my body...! It's stretched out...!)"
,,,
Akiho.Core2-15,,(丸められて…っ！？),(Rounded...!)
,,,
Akiho.Core2-16,,ギュルルルッ！、ゴボボッ！,Gulp! Gobobobo!
,Akiho core2-4,,
Akiho.Core2-17,,スライムが流動し、人の形にまとまり始める,Slime begins to fluidize and coalesce into a human form.
,,,
Akiho.Core2-18,スライム,「オ……オオッ……………！」,"""O......Oh...............!"""
,,,
Akiho.Core2-19,明穂,(っ～～～！？),(What~!?!!)
,Akiho core2-6,,
Akiho.Core2-20,,そしてスライムは明穂のような形へと姿を変え、そのお腹部分には小さな明穂の形をしたモノが作られる,"The slime is then transformed into a meibo―like shape, and a small meibo―shaped object is formed on its belly."
,,,
Akiho.Core2-21,スライム,「オオ………―――――」,"""Oo.........―――――"""
,,,
Akiho.Core2-22,,タプンッ…タプンッ,Tapun... tapun... tapun.
,,,
Akiho.Core2-23,,「……フフツ………デキ……タッ！」,"""......futu.........deki......tat!"""
,,,
Akiho.Core2-24,明穂,(～っ！？、な、何っ！、そこに誰かいるのっ！？),(~! What? There's someone in there!)
,,,
Akiho.Core2-25,スライム,「フフツ…アキホ………ゴチソウサマ……♥」,"""Fuhts...akiho.........Gotchisousama......♥"""
,,,
Akiho.Core2-26,,「カラダ………オイシカッタ………♥」,"""Karada......... oisikatta.........♥"""
,,,
Akiho.Core2-27,明穂,(～～～っ！？、え、何っ、どういう事っ！？),"(~~~! What, what, what's going on?)"
,,,
Akiho.Core2-28,スライム,「フフツ………ジャアネ……アキホチャン………」,"""ffutu......... jaane...... akihochan........."""
,Akiho core　2-4,,
Akiho.Core2-29,,そう言うとスライムは再び体を変形させ始める,Then the slime begins to transform its body again.
,,,
Akiho.Core2-30,,グリュッ、グリュリュ！,Grrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr!
,,,
Akiho.Core2-31,スライム,「オオッ！………ッ！」,"""Oooh! .........!"""
,Akiho core 2-7,,
Akiho.Core2-32,スライム,「ンンッ…………………んっ♥」,"""Nnnngggghhhh..."""
,,,
Akiho.Core2-33,,スライムは変形を繰り返し、やがて聖核戦姫の明穂の姿になる,"The slime repeatedly transforms and eventually takes the form of Akiho, the Seikaku Princess."
,,,
Akiho.Core2-34,スライム,「ふふっ……最後に………♥」,"""Phew ...... and finally ......... ♥"""
,,,
Akiho.Core2-35,,グチュッ！、ズボッ！,Gut! Zubotsu!
,,,
Akiho.Core2-36,明穂,(ひぐっ♥、んあああっ♥！),"(Higg ♥, nn ah ah ♥!)"
,Akiho core 2-8,,
Akiho.Core2-37,,スライムは腹に手を入れ、固形化したピンク色の物質を引きずり出す,The slime reaches into its belly and drags out the solidified pink substance
,,,
Akiho.Core2-38,スライム,「はあっ♥、はあっ♥、はあっ♥、」,"""Ha―ha―ha―ha―ha―ha―ha."""
,,,
Akiho.Core2-39,スライム,「ふふっ……肉体も記憶も完全にコピーしたよ♥聖核戦姫にも変身できるし…これで完全に私が笹谷明穂だねっ♥」,"""Hmmm...I completely copied my ...... body and memories...I can also transform into the Seikaku Princess...now I am completely Sasaya Akiho...right?"""
,,,
Akiho.Core2-40,明穂,(～～～～～ッ！？、何っ、なんで私が目の前にっ！？),"(～～～～～! What, what, why am I right in front of you!)"
,,,
Akiho.Core2-41,,明穂は目の前に巨大な自分に持たれている今の状況を理解できない,Akiho can't understand the situation now that he is being held by his huge self in front of him.
,,,
Akiho.Core2-42,スライム,「ふふっ…明穂ちゃんこんなになっちゃって可愛いね♥」,"""Akiho-chan, you're so cute now that you've become like this."""
,,,
Akiho.Core2-43,,「あ……でも明穂はもう私だし…“コレ”を明穂っていうのは変だよね…」,"""Oh, ...... but Akiho is already me... and it's weird to call this Akiho..."""
,,,
Akiho.Core2-44,明穂,(ち、違うっ！明穂は私っ！),"(No, no! Akiho is me!)"
,,,
Akiho.Core2-45,スライム,「まあオナホでいっか…じゃあねオナホちゃん♥！体ありがとっ♥！」,"""Well, I'll just use a masturbator...Bye, masturbator ♥! Thanks for the body!"""
,,,
Akiho.Core2-46,スライム,「そういうわけで…これからは私が笹谷明穂だから！オナホちゃんはオナホの仕事頑張ってね♥」,"""I'm Sasaya Akiho from now on! Good luck with your masturbation work, Onaho―chan ♥"""
,,,
Akiho.Core2-47,明穂,(っ、やだっ！返してっ！私の体っ！元に戻してよっ！),"(Oh, no! Give it back! My body! Give it back!)"
,,,
Akiho.Core2-48,スライム,「ふふっ、プルプルしちゃってかわいい～～♥」,"""Heh, he pulled so cute~~♥"""
,,,
Akiho.Core2-49,,「大丈夫！オナホちゃんなら立派なオナホになれるよっ！」,"""Don't worry! You can be a great masturbator!"""
,,,
Akiho.Core2-50,明穂,「待ってっ！そんなのっ、いやああああっっっ！！」,"""Wait! No, no, no, no, no, no, no!"""
,,,
Akiho.Core2-51,,その後、スライムは明穂の姿をした怪人として活躍し、明穂はオナホとして戦闘員達に使用される日々が続くのだった,"After that, the slime was active as a monster in the form of Akiho, and Akiho was used by the combatants as a masturbation device."
