DLC Story,Comment,Japanese
,,「んっ♥、じゅるっ♥、じゅぞぞっ♥、ちゅう～～～♥」
,,
,,(♥！…精液はっ…♥尿道からしっかり搾り取るように♥…男性戦闘員に教えてもらいましたっ♥)
,Hisui story DLC 　3-15,
,,「んむっ♥、じゅるっ♥、じゅぞぞっ♥、んん～～～～っ♥」
,,
,,(ふふっ♥、私もパイフェラ上手くなりましたね…っ♥！)
,,
,,(これで…私がスパイだってことは絶対ばれないはずです…♥！)
,,
,警備員,「はあっ、はあっ、もういいでしょうっ！あなたが財団の戦闘員なことはわかりましたから！」
,,
,H46号,「！……ふふっ♥、ごちそうさまでしたぁ♥」
,,
,,
,,
,暗転,
,背景(),
,警備員,「……ううっ…疑って申し訳ありませんでした。………あなたは財団の戦闘員で間違いないでしょう。」
,,
,H46号,「ふふっ♥、ありがとうございます。また私にフェラ抜きして欲しかったら…財団で待ってますから…♥」
,,
,,(ふふっ♥……完全に騙せましたね♥)
,,
,,「今扉を開けますので…どうぞお入りください。」
,,
,,「……………！は、はい！」
,,
,ヒスイ,(はっ！、そうでした…！騙して終わりじゃなくて…これから作戦を進めないと…！)
,,
,,(えっと…そう！ダイヤさんが捕まってるので…早く助けに行かないと…！)
,,
,,(っ……、ダイヤさんは今も財団でひどい目にあってるのに…何故私はあんな事に夢中に…)
,,
,,
,背景(),
,ヒスイ,「これが清藤グループの開発していたパワードスーツ……」
,,
,,「迷っている暇はありません…！早くダイヤさんを！」
,,
,,
,Hisui story DLC 5-1,
,,「ええと……昔見た設計図通りなら……ここをこうして…」
,,
,,「聖核エネルギー全開っ！システム起動！」
,,
,,「う……動きました…！！」
,,
,,「…っ、凄い力……これならあの生徒会長にも負けません…！」
,,
,,「待っていてくださいダイヤさん！必ず貴女を…いえ、全ての聖核戦姫を開放します！」
DLC2-1,,
,財団本部,
,,財団本部――――
,,
,京,「というわけで下級戦闘員達は性処理させるもよし、こういう使い捨てる感じで運用するのが――――――――」
,,
,戦闘員(通信),「緊急！緊急で連絡申し上げます！」
,,
,京,「うわっ、びっくりした……最近はこういうの多いなあ？」
,,
,SEL,「……何があった？」
,,
,,「巨大なロボット兵器がこちらへ進行中！怪人や戦闘員を動員して迎え撃っていますが太刀打ちできません！」
,,
,SEL,「どういうことだ？」
,,
,京,「はてさて、一体何が起きているのやら…？」
,,
,戦闘員(),「クローン戦闘員や並の怪人では対処できません！幹部の出動を要請します！」
,,
,那由多,「一体どこにこんな戦力が…？私が直ちに出撃します。」
,,
,京,「…………うん、今回は私も同行させてもらおうか。」
,,
,那由多,「…珍しいですね？ものぐさな貴女が戦闘で出動など…」
,,
,京,「今回は機械が相手のようだからね。私ももしかしたら役に立てるかもしれない？」
,,
,,「まあ戦闘には期待しないで欲しいが……それより面白いものが見られそうだ。」
,,
,暗転,
,,
,,戦闘開始
,,負けイベ(VS巨大ロボ戦)
,,戦闘終了
,Hisui story DLC 5ｰ1,
,ヒスイ,「はあああっ！」
,,
,那由多,「っ……これは…！」
,,
,京,「おやおや？那由多ともあろうものが苦戦するなんて珍しいね？」
,,
,那由多,「…そう思ってるなら貴女も何か手伝ってもらえると助かるのですが…！」
,,
,ヒスイ,「いけますっ！このまま一気に財団の本部までッ！」
,,
,那由多,「ぐっ…！」
,,
,京,「……“そろそろかな”？はじめちゃおうか…。」
,,
,ヒスイ,「はあああっ！――――ッ！？」
,,
,Hisui story DLC 5-2,京が指先を動かすと巨大ロボットが急停止する
,,
,ヒスイ,「あれ、な、なんで…？」
,,
,,「動かない…何で突然…！？」
,,
,京,「第一段階…操縦権限移行……よし、ちゃんと機能してるね。では第二段階…操縦アシスト機能起動…と」
,,
,,京がそう言うと操縦室から様々な機械が現れ、ヒスイの体に接続される
,,
,ヒスイ,「ひぎゅっ…！？なっ…なにっ！？どうなって…！」
,,
,京,「ご苦労さま、生徒会の書記ちゃん。このパワードスーツの操縦権限はもらったよ。」
,,
,ヒスイ,「なっ！だれですか…！そ、そうはいきませんっ！こんな機械なんて――――っ！？」
,,
,,その瞬間、ヒスイの頭の中に電流が走る
,,
,,【H46号の命令違反を検出。行動は制限されます。】
,,
,ヒスイ,「っ…！？なんで…体が…動かせない……！？」
,,
,,「これは…この首輪のせい…？」
,,
,京,「そう、書記ちゃんは今半分戦闘員になってるから…戦闘員の使用権限を持ってる私が遠隔でコントロールできちゃうんだよね。」
,,
,ヒスイ,「うっ…そんなっ………！？」
,,
,那由多,「はあっ…はあっ…。良く分かりませんが……上手くいったようですね？ありがとうございます京さん。」
,,
,,「………しかし出来るなら最初からやってくれればよかったのでは？」
,,
,京,「……ああ会長ね……“ちょっと大人しくしてて”」
,,
,那由多,「…………？！」
,,
,,ロボットから光線を放ち、那由多を吹き飛ばす
,,
,那由多,「……っ！？な、なにを――――！？」
,,
,京,「まあこれくらいじゃ死なないでしょ。一番めんどくさいのは会長だからね、ここで退場してもらうよ。」
,,
,ヒスイ,「…なっ！？………あなたは、何が目的なんですか……！？」
,,
,京,「あー、最後に説明してあげようか。」
,,
,,「実は君とダイヤちゃんを財団から逃がしてあげたのは“私”なんだよね。」
,,
,ヒスイ,「……！そんな…っ！？…なんで！？」
,,
,京,「簡単に言うと私がフォーレン財団を乗っ取るためだよ。」
,,
,,「財団内部は制限があって動きづらかったからね…このロボットの力を借りたってわけ。」
,,
,,「これを動かすのには聖核戦姫の力が必要。でも聖核戦姫が乗ったら私が外からコントロールできない。」
,,
,,「だから操縦者の書記ちゃんを聖核戦姫の力を持ったまま“下級戦闘員”として思い通りに動かせるようにしたんだよね。」
,,
,,「聖核戦姫としての自意識を持たせながら中途半端に堕として戦闘員にするのはなかなか大変だったよ。」
,,
,ヒスイ,「…そんなっ！？……じゃあ私とダイヤさんがやってきたことは……っ！？」
,,
,京,「そう。全部計画通り。私の手のひらの上ってことだよ。」
,,
,,「二人が何処にいるかもずっと把握してた。二人ともコマとして完全に思い通りに動いてくれたね。」
,,
,ヒスイ,「うぅ…っ、そんな………っ……私達……っ！？」
,Hisui story DLC 5-4,
,,「うぅ………うぎゅっ！？」
,,
,京,「そういうわけだから…もうしばらく私の思い通りに動いてくれたまえ。書記ちゃん…いや“下級戦闘員H46号”ちゃん。」
,,
,ヒスイ,「――――っ！？き、キィーーーーーーッ！？、ぐううっ！？」
,,
,,
,,
DLC2-1,,
,アジト,
,,財団本部にて
,,
,女戦闘員,「キィーーーーーーッ！報告します！幹部の那由多様が巨大ロボットに撃破された模様！なおこちらへ接近中です！」
,,
,SEL,「……なんだと？」
,,
,女戦闘員,「キィーーーーー…イッ…？？…ぎっ！？」
,,
,SEL,「………どうした？」
,,
,女戦闘員,「キッ…ぎっ…………ドクター、あ、あなたを拘束しますッ！」
,,
,SEL,「……なんだと？」
,,
,京(シルエット),「言葉通りの意味だよ。大人しく拘束されてね？」
,,
,京,「戦闘員の命令権限は私に移しておいた。これで全てのクローンと戦闘員は私の管理下。」
,,
,SEL,「……猫宮京、どういうつもりだ。なぜこんな事をした？」
,,
,京,「おや、こんな事になっても冷静だね？流石ドクター。」
,,
,,「別に深い理由なんてないよ。ただ私は思うんだよね……組織は“一番賢い人間”が管理すべきだって。」
,,
,,「私は別に聖核戦姫として平和を守ることも、悪の科学者として世界の支配に加担することにも全く興味が無い。」
,,
,,
,,
,,「ただ財団の資金と研究力は捨てがたいからね…私が全部貰頂こうってわけ。」
,,
,,
,,
,,「他の怪人も幹部も全員私のコマ、戦闘員として再洗脳するつもりだ。」
,,
,,「そういうわけで…今から私が最高権力者だから。ドクター、君も含め財団は十分に活用させてもらうよ。」
,,
,DEL,「……そうか。わかった。」
,,
,京,「話が分かるようで助かるよ。それじゃあ私に逆らわないように早速君にも洗脳を――――」
,,
,,「……………あれ？」
,,
,,「おかしい…何故戦闘員のコントロールが繋がらない…？」
,,
,,「このシステムを構築したのは私のはず…欠陥なんてあるはずが……？」
,,
,DEL,「貴様が戦闘員管理システムに何もしてないハズがないからな。当然バックアップは取ってある。」
,,
,京,「……っ！想定内だよっ！私の方でもう一回書き換えるだけだっ！」
,,
,SEL,「そうだな…しかし今の時間で数人の戦闘員のコントロール権限は取り戻した。」
,,
,京,「…っ！H46号！今すぐ反逆者を無力化しろっ！」
,,
,,戦闘開始
,,(ヒスイロボ&ケイ(闇落ち))
,,戦闘終了
,,
,京,「何をしているH46号っ！とっとと反逆者を取り押さえろっ――――ぐふっ！？」
,,
,,しかし京はパワードスーツの巨大な手で逆に拘束される。
,,
,SEL,「H46号の管理権限は私が上書きした。」
,,
,京,「ぐっ…し、しまった……っ！」
,,
,SEL,「貴様の行動は組織転覆を試みた重大な背信行為とみなす。」
,,
,京,「………！あれ、これはちょっとまずい……？」
,,
,SEL,「貴様の処遇は私が決めよう。反逆は問答無用で即時処刑だがな。」
,,
,京,「……！い、いやこれはその…反逆とかじゃなくて…ただのセキュリティチェックの演習だ！」
,,
,,「ほ、ほら！我々のシステムにはこういう脆弱性があるんだって！本番じゃなくてよかっただろ！？」
,,
,,「私には生かしておく価値があるぞっ！チャンスをくれればいくらでも忠誠心を証明するっ！」
,,
,SEL,「忠誠心とやらは刑罰が終わった後でゆっくりと聞かせてもらおう。」
,,
,暗転,
,Kei story DLC1ｰ０,
,,財団地下施設にて
,,
,京,「クソッ……か弱い少女に対してずいぶん大層な拘束じゃないか？」
,,
,,「……しかし幸運なことに即刻処刑は無いようだ。それならいくらでもやりようはある。」
,,
,,【対象の意識の覚醒を確認。只今より戦闘員化プログラムを開始します。】
,,
,京,「！…そういう事か…？」
,,
,,【戦闘員化プログラム中の不要な思考は禁止されます。】
,Kei story DLC1ｰ1,
,,バチッ！、バチバチバチッ！！
,,
,京,「ぐっ…！なるほどね……。私を戦闘員化装置で洗脳して組織に従せようと。」
,,
,,【戦闘員化プログラム中の不要な思考は禁止されます。】
,,
,,バチッ！、バチバチバチッ！！
,,
,京,「でも残念だったね…この装置の設計者は私だ。当然システムの穴も知っているっ！」
,,
,,「……逆に思考パターンを調整すればこの洗脳システムをハックできるはず…」
,,
,,「そうと分かればまずは精神を集中させて……」
,,
,,【対象者の身体をスキャン中。筋肉量及び胸部値の戦闘員平均値に対し大幅な不足を確認】
,,
,,【戦闘員化プログラムの前に胸部の改造を行います】
,,
,京,「なっ…！何だとっ失礼な…！？」
,,
,Kei story DLC1-3,チィイイン……ビシュッッ！！！！！
,,
,京,「ひぎゅうっ！？」
,,
,京,「んあっ♥、そうかっ…！本来私ぐらいの体重と身長だと戦闘員としては規格に合わない……ッ！」
,,
,,「それを無理やり改造しようとしているから……っ！？」
,,
,,ジュッ！ジュウウウウウウウッ！！
,,
,京,「お゛っ♥、おっぱいがっ…焼けるっ♥！！！」
,,
,,【改造進行度３％、引き続き肉体改造を進行します。】
,,
,,「ま、まずいっ♥、このままでは頭が無事でも体が終わってしまうっ♥！！」
,,
,,「早く装置をハックして止めなければっ！！」
,,
,,そして京は精神を集中させ洗脳装置への接続を試みるが――――
,,
,,【対象者の脳波を測定中。規定数値を大幅に上回るIQを検出しました。】
,,
,京,「…………っ！！」
,,
,,【胸部改造と並行してIQ低下改造を実施します。】
,,
,京,「なっ…！IQ低下っ！？」
,,
,,「そんな機能はつけていなかったはずだっ！ドクターか？余計な機能を――――っ！？」
,,
,,バチッ、バチバチバチッッ！！！
,,
,京,「お゛ほっ！？、お゛っ♥、お゛お～～っ♥？！あ゛、あたまがっ…！？！！」
,,
,,「や、やばいっ…♥！？、ただでさえおっぱいを改造されてるというのにっ♥！？」
,,
,,「脳みそまで同時に改造されたらぁ…っ♥、抗えなくなってしまうっ……♥！！？」
,,
,,バチッ、バチバチバチッッ！！！
,,
,,「お゛っほっ！？、ま、まずいっ♥、乳首に快楽光線を発射されているせいでっ…♥思考がまとまらないっ…♥」
,,
,,「あたまも改造されてっ…♥、IQがさがるっ♥、ばかになっちゃううぅぅ♥！？！？」
,,
,,「お゛っ♥、やばっ♥、えへっ♥、乳首ッ♥、ビクビクしてるっ♥！？」
,,
,,【脳改造進行度8%。改造は順調に進行中です。】
,,
,,「ほ゛おっ♥！？ひぎぃいぃいっ♥！？」
,,
,,「ぐっ♥、わらしはっ♥、あらがうぞっ♥、えへっ♥、この私がっ♥、あんな惨めなクソ雑魚戦闘員なんぞにっ♥、なってたまるかっ♥、お゛っ！？」
,,
,,バチッ、バチバチバチッッ！！！
,,
,,「ひっぎゅうううっ♥、やばいいいぃっ♥、頭のなかこねこねされてっ♥、ばかになるぅうううっ♥！？」
,,
,,「ちくびもぉっ♥、れーじゃーやめろっ♥、私は上級幹部様だぞっ！！くしょがあああっ♥！！」
,,
,,【改造は順調に進行中。規定数値に達するまで改造を継続します。】
,,
,暗転,
,,
,Kei story DLC1-4,京への改造が始まってから数十時間後
,,
,,ビクッ！……ビクッ！……ぷしゃああっっっ！
,,
,京,「ほお゛っ…？お゛っ……ほえっ？？」
,,
,,「あえ～～っ♥、お゛おっ♥、おっ♥、んあっ♥」
,,
,,【胸部の肥大化と知能の低下が規定値に達しました。】
,,
,京,「あえっ…♥？、おっ♥？、お♥？？お゛ほっ！？」
,,
,Kei story DLC 1-5,ビュルルルッルッ！ドビュッ！！
,,
,,京の改造されて肥大化した乳房から大量に母乳が噴き出る。
,,
,,「ん゛おおおっ！？、お゛ほおおっ♥！！？にゃにが…おきてええっっっ♥？！！？」
,,
,,【対象からの母乳の噴出を確認。調整失敗。戦闘員には適合しません。】
,,
,,【不良品につき、対象は廃棄処分されます。】
,,
,京,「お゛っ！？にゃ、にゃんでぇっ！？お゛おおっ♥」
,,
,,【――――追加のコードにより命令が変更されました。不良品ですが、引き続き戦闘員化プログラムを開始します。】
,,
,京,「えあっ♥！？にゃにをっ……！？ひぎゅっ！？」
,,
,,【以後対象者を“下級戦闘員K22号”と呼称します。以後自身の事はK22号と呼称するように。】
,,
,京,「はっ…！？や、やらっ！！私は下級戦闘員なんてっ、あんな惨めな存在に…ひぎゅっ！？」
,,
,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】
,,
,京,「ふざけっ…るなあっ♥！！私は絶対…ひぎいっ♥！？」
,,
,,京は必死に抵抗するが、知能の低下した今では思考することすらままならない。
,,
,,バチバチバチッ！！
,,
,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】
,,
,京,「お゛お゛っ、ぎっ、ぎぃいぃいっ、言わないっ…！私はっ…！」
,,
,,バチバチバチッ！！
,,
,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】
,,
,京,「お゛ほっ！？、き、き、…っ、ぐうっ！！！」
,,
,,バチバチバチッ！！
,,
,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】
,,
,京,「き、きいっ…！？ぐうううっ！！」
,,
,,バチバチバチッ！！
,,
,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】
,,
,,「お゛おおっ♥、お゛ほっ♥！？」
,,
,京,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】
,,
,,「ひぎゅううううっ♥！？やめ、やめへっっ♥お゛っ♥、いぎゅうううっ！？！？」
,,
,,バチバチバチバチバチバチッ！！
,,
,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】
,,
,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】
,,
,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】
,,
,,―――――――――――
,,
,,――――――――
,,
,,――――
,,
,暗転,
,財団アジト,数十時間後――――
,,
,明穂,「どうしたのドクター？面白いものが見れるって？」
,,
,SEL,「すぐにわかる。――――命令だK22号、今すぐ指令室まで来い。」
,,
,,そしてしばらくすると――――
,,
,K22号(シルエット),「……………っ！！！」
,,
,K22号,「きっ、キィーーーーーーッ！K22号、無事改造完了し、命令通り参上いたしました！」
,,
,,K22号がピシッと敬礼を決め指令室に現れる。
,,
,明穂,「……え？………まさか、京ちゃん？何やってるの？」
,,
,K22号,「っ、見ての通りでありますっ！猫宮京は組織への反逆の罪により下級戦闘員K22号へと改造されましたっ！」
,,
,,「上級幹部から12階級降格し、現在は最下級の戦闘員でありますっ！」
,,
,,その瞬間、明穂は堰を切ったように笑いだす。
,,
,明穂,「えっww、…うそでしょっ！？あのいつもすまし顔のケイちゃんがっwww、アハハハハッ！！！」
,,
,,「キィーーーーーーッ！って？あははっ、wwwキィーーーーーーッ！だってwww」
,,
,,「あはっ、しかも何！？そのバカみたいなおっぱいっwww、そんなので戦闘員できるのっwww？」
,,
,K22号,「ぐうっ…！、わ、笑いすぎだっ！！」
,,
,明穂,「あははっ！？え、下級戦闘員の京ちゃんが上級幹部様にそんなこと言っていいのwww？」
,,
,,「あっ、今は戦闘員K22号だったね、アハハハハッwwww」
,,
,K22号,「き、キィーーーーーーッ！上級幹部様に失礼な物言い、誠に申し訳ございませんでした……っ！」
,,
,明穂,「あははははっっwww、またキィーーッ！だってwww、面白過ぎでしょっwww」
,,
,SEL,「……どうやら気に入ってもらえたようだな。」
,,
,SEL,「情けで自意識は残してある。知能もバックアップは取ってあるから復元も可能だ。」
,,
,SEL,「下級戦闘員として戦果を挙げ、組織への忠誠心を示せばまた幹部に戻るチャンスを与えよう。」
,,
,K22号,「ぐうっ…キィーーーーーーッ！寛大な処遇にしていただき…誠にありがとうございます……ッ！」
,,
,SEL,「配置は…そうだな、さっき新設したクローン戦闘員072号の部隊でいいだろう。」
,,
,072号(隣に3人位戦闘員の立ち絵),「―――了解いたしました。下級戦闘員K22号を我が隊の隊員として受け入れます。」
,,
,,「K22号、挨拶を。」
,,
,K22号,「キィーーーーーーッ！新たに配属されましたK22号です！よろしくお願いいたします！」
,,
,,(くうううううっ！！！何故私がクローンなんぞに頭を下げなければいけないんだっ……！)
,,
,072号,「よろしい。データによると戦闘力はかなり低いので…最初は簡単な基礎訓練からですね。」
,,
,明穂,「あははっ、頑張ってね～～～デカパイおバカ戦闘員K22号ちゃん♥」
,,
,,「あっ、そうだ、K22号ちゃん肝心なもの忘れてるよ！」
,,
,,そう言うと明穂はK22号に戦闘員の仮面を被せる
,,
,K22号(戦闘員仮面付き),「キィーーーーーーッ！あ、ありがとうございますっ………！」
,,
,明穂,「あははははっっwww、お面つけると完全に戦闘員じゃんwww」
,,
,072号,「ふむ…。その貧弱な体に不釣り合いな胸部で戦闘が出来るか非常に疑問ではありますが…」
,,
,,(っ！、うううううっ！！！好き勝手言いやがって！！！)
,,
,SEL,「……下級戦闘員K22号。財団への忠誠心を示せるように072号の下で任務遂行に全力を尽くせ。」
,,
,K22号,「キィーーーーーーッ！下級戦闘員K22号、財団のため、全力で取り組んでまいりますっ！！」
,,
,,改造されたK22号は命令に対して反射的に完璧な戦闘員の敬礼で応じてしまう
,,
,SEL,「……ふう、これで事件もひと段落だな。」
,,
,,その後、財団はさらに勢力を広げる中で、K22号は下級戦闘員として072号の部隊で任務に従事するのだった
,,
,,――――――――
,,
,,――――
,,
,,ー
