Key,Comment,Japanese,Japanese
Record.Erenayuta-103,エレナ,「望むところです！どっちが本物の肉便器か見せてあげますっ！」,「望むところです！どっちが本物の肉便器か見せてあげますっ！」
,,,
Record.Erenayuta-104,那由多,「私は絶対に負けませんっ♥！」,「私は絶対に負けませんっ♥！」
,暗転,,
Record.Erenayuta-105,,―――3日後,―――3日後
,,,
Record.Erenayuta-106,戦闘員,「さてと、どうなったかな…と、うおっ」,「さてと、どうなったかな…と、うおっ」
,Record E＆N １８,,
Record.Erenayuta-107,,そこには体中に落書きをされ、体中が精液とコンドームにまみれた二人の姿があった,そこには体中に落書きをされ、体中が精液とコンドームにまみれた二人の姿があった
,,,
Record.Erenayuta-108,エレナ,「お゛っ♥…………お゛おっ………♥」,「お゛っ♥…………お゛おっ………♥」
,,,
Record.Erenayuta-109,那由多,「ん゛あ♥…………♥、お゛ぉっ♥」,「ん゛あ♥…………♥、お゛ぉっ♥」
,,,
Record.Erenayuta-110,戦闘員,「こりゃひでえなあ…ザーメン臭で息が詰まりそうだ」,「こりゃひでえなあ…ザーメン臭で息が詰まりそうだ」
,,,
Record.Erenayuta-111,戦闘員,「これ今から掃除して回収するのきついっすね～」,「これ今から掃除して回収するのきついっすね～」
,,,
Record.Erenayuta-112,エレナ,「お゛♥、ご利用なら……ぜひ私を………♥」,「お゛♥、ご利用なら……ぜひ私を………♥」
,,,
Record.Erenayuta-113,那由多,「ん゛♥あ………ちが、こっちの便器を………っ♥」,「ん゛♥あ………ちが、こっちの便器を………っ♥」
,,,
Record.Erenayuta-114,戦闘員,「ははっ、こりゃもう本当に心の底から便器って感じだなｗ」,「ははっ、こりゃもう本当に心の底から便器って感じだなｗ」
,,,
Record.Erenayuta-115,戦闘員,「しかし勝負とか言ってましたが…どっちが勝ったんです？」,「しかし勝負とか言ってましたが…どっちが勝ったんです？」
,,,
Record.Erenayuta-116,戦闘員,「あ？そんなの知るわけねえだろ、どうでもいい話だ」,「あ？そんなの知るわけねえだろ、どうでもいい話だ」
,,,
Record.Erenayuta-117,戦闘員,「ついでだ、最後にこいつらで用を足してやろう」,「ついでだ、最後にこいつらで用を足してやろう」
,,,
Record.Erenayuta-118,戦闘員,「ははっ、いいですね！」,「ははっ、いいですね！」
,,,
Record.Erenayuta-119,Record E＆N １９,ジョボッ、ジョボボボッ！,ジョボッ、ジョボボボッ！
,,,
Record.Erenayuta-120,エレナ,「お゛っ♥、ご利用いただきっ♥、ありがとうございますっ♥」,「お゛っ♥、ご利用いただきっ♥、ありがとうございますっ♥」
,,,
Record.Erenayuta-121,那由多,「使っていただきっ♥、感無量ですッ♥」,「使っていただきっ♥、感無量ですッ♥」
,,,
Record.Erenayuta-122,,小便をかけられて喜ぶ二人の姿には既に最強の聖核戦姫としての姿は微塵も見ることが出来なかった,小便をかけられて喜ぶ二人の姿には既に最強の聖核戦姫としての姿は微塵も見ることが出来なかった
,Record E＆N １８,,
Record.Erenayuta-123,エレナ,「え、えへっ♥、私の勝ちですッ♥♥！」,「え、えへっ♥、私の勝ちですッ♥♥！」
,,,
Record.Erenayuta-124,那由多,「いえっ♥、私の勝ちでしたっ♥、私の方が肉便器っ♥！」,「いえっ♥、私の勝ちでしたっ♥、私の方が肉便器っ♥！」
,,,
Record.Erenayuta-125,,その後二人は戦闘員によってゴミ袋に詰められ、アジトへ回収されていくのだった,その後二人は戦闘員によってゴミ袋に詰められ、アジトへ回収されていくのだった
,,,
,,,
,,,
,,,
Record seikaku,注釈,開放条件　【全ての聖核装備を入手】,開放条件　【全ての聖核装備を入手】
Record.SeikakuEquip,,【聖核加工工場】,【聖核加工工場】
,,,
Record.SeikakuEquip-1,,記録：聖核加工工場にて,記録：聖核加工工場にて
,暗転,,
Record.SeikakuEquip-2,Record seikaku １,フォーレン財団の地下アジトの一室に、機械音と水音の響く部屋があった,フォーレン財団の地下アジトの一室に、機械音と水音の響く部屋があった
,,,
Record.SeikakuEquip-3,,ガチャン！ガチャン！プシュー！,ガチャン！ガチャン！プシュー！
,,,
Record.SeikakuEquip-4,,戦いに敗れた聖核戦姫達は、聖核を排出され、聖核はこの工場でオナホ状に加工される,戦いに敗れた聖核戦姫達は、聖核を排出され、聖核はこの工場でオナホ状に加工される
,,,
Record.SeikakuEquip-5,聖核戦姫,(っ……私どうなって…！？),(っ……私どうなって…！？)
,,,
Record.SeikakuEquip-6,聖核戦姫,(体から抜け落ちて……機械で加工された…！？),(体から抜け落ちて……機械で加工された…！？)
,,,
Record.SeikakuEquip-7,聖核戦姫,(やだっ！……元に戻して！),(やだっ！……元に戻して！)
,,,
Record.SeikakuEquip-8,,那由多は聖核を排出された後、オナホ状に加工され複数の戦闘員に使用されている,那由多は聖核を排出された後、オナホ状に加工され複数の戦闘員に使用されている
,,,
Record.SeikakuEquip-9,戦闘員,「ふう、出した出した。コイツたまにビリビリするのがチンポの刺激になるんだよな～」,「ふう、出した出した。コイツたまにビリビリするのがチンポの刺激になるんだよな～」
,,,
Record.SeikakuEquip-10,那由多,(っ、……離しなさいっ……！),(っ、……離しなさいっ……！)
,,,
Record.SeikakuEquip-11,,(今の私に出来ることはかろうじて電撃を放出するので精一杯…),(今の私に出来ることはかろうじて電撃を放出するので精一杯…)
,,,
Record.SeikakuEquip-12,,(っ、無念です…言葉通り手も足も出ません……),(っ、無念です…言葉通り手も足も出ません……)
,,,
Record.SeikakuEquip-13,,(そして…それが当たり前になっている…っ、オナホの自分を受け入れ始めているっ！？),(そして…それが当たり前になっている…っ、オナホの自分を受け入れ始めているっ！？)
,,,
Record.SeikakuEquip-14,,(嫌ですッ♥、オナホになんかなりたくありませんっ♥！),(嫌ですッ♥、オナホになんかなりたくありませんっ♥！)
,,,
Record.SeikakuEquip-15,,エレナは身体を溶かされた後加工され、人形となった京にオナホとして使用されていた,エレナは身体を溶かされた後加工され、人形となった京にオナホとして使用されていた
,,,
Record.SeikakuEquip-16,エレナ,(なっ♥……私今どうなって……！？),(なっ♥……私今どうなって……！？)
,,,
Record.SeikakuEquip-17,,(それに…この感覚…まさか……京なのですかっ！？),(それに…この感覚…まさか……京なのですかっ！？)
,,,
Record.SeikakuEquip-18,,(んあっ♥、や、やめっ♥、そんなに激しく使わないでくださいっ♥！),(んあっ♥、や、やめっ♥、そんなに激しく使わないでくださいっ♥！)
,,,
Record.SeikakuEquip-19,戦闘員,「ははっ、コイツは性欲だけは無尽蔵だからな。オナホの検品にはもってこいだ」,「ははっ、コイツは性欲だけは無尽蔵だからな。オナホの検品にはもってこいだ」
,,,
Record.SeikakuEquip-20,エレナ,(んあっ♥、お゛♥、お゛っ♥),(んあっ♥、お゛♥、お゛っ♥)
,,,
Record.SeikakuEquip-21,,(使われるごとにっ♥、私の存在がッ♥、オナホへ同化していくっ！？♥),(使われるごとにっ♥、私の存在がッ♥、オナホへ同化していくっ！？♥)
,,,
Record.SeikakuEquip-22,,(…っ♥、京っ、正気に戻ってくださいっ♥！),(…っ♥、京っ、正気に戻ってくださいっ♥！)
,,,
Record.SeikakuEquip-23,,(でなければ私達……っ♥),(でなければ私達……っ♥)
,,,
Record.SeikakuEquip-24,,その後、捕らえられた全ての聖核戦姫達はオナホへ加工され、戦闘員や怪人達の愛玩具として使われ続けるのだった,その後、捕らえられた全ての聖核戦姫達はオナホへ加工され、戦闘員や怪人達の愛玩具として使われ続けるのだった
